店舗名,最寄駅,住所または座標,緯度,経度,掲載URL,オフィシャルHP,備考,電話,営業
すずらん,蒲田駅西口,東京都,,,https://www.esthe-ranking.jp/kamata/shop-detail/350d3dab-69f2-404d-9a1e-15403e86b689/,http://www.alice.relaxmens.com/,蒲田駅西口徒歩4分,070-6995-7397,12:00～24:00
キャンディーミルキー,大森駅東口,東京都,,,https://www.esthe-ranking.jp/kamata/shop-detail/9a478c32-dbb0-4177-bfc9-838fde54e747/,http://1.healingmagical.com/,大森駅東口徒歩3分,070-1521-6688,12:00～LAST
ヒーリングマジカル,大森駅西口,東京都,,,https://www.esthe-ranking.jp/kamata/shop-detail/cd20eb8e-602e-40d0-999a-c6693b0d52d6/,http://www.healingmagical.com/,大森駅西口徒歩3分,090-2906-7713,(完全予約制)
Sweet Time（スイーツタイム）,大森駅東口,東京都,,,https://www.esthe-ranking.jp/kamata/shop-detail/a3d3aac8-35c3-4ecf-bfa6-af4ff97e46ff/,http://heal-msg.com/,大森駅東口徒歩3分,090-3435-2180,12:00～LAST
一目惚れ（ひとめぼれ）,立川駅南口,東京都立川市柴崎町２丁目３−２,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/34e7d695-17e5-42c5-a4a0-b49a16e02d93/,https://whitemink10.sakura.ne.jp/tatikawa-hitome/,以上案内マップでの「立川田田 ラーメン 」に着きましたら、お電話ください。当店のスタッフがご案内させて頂きます。,090-5988-3077,12:00～LAST
泡泡学園,立川駅,"35.69584620721826, 139.41607102603317",35.69584620721826,139.41607102603317,https://www.esthe-ranking.jp/tachikawa/shop-detail/1857fd57-e620-4ee0-91e4-4d7922bcf85a/,https://awaw-gaxtukou.navi.mn/,アクセス欄に緯度経度と住所あり,070-8567-5823,10:00～翌 02:00
Lovely girl（ラブリーガール）,立川駅南口,"35.69615971633154, 139.41514174928082",35.69615971633154,139.41514174928082,https://www.esthe-ranking.jp/tachikawa/shop-detail/1fc7d8ac-4c3d-4034-8b0d-240fe7d3d524/,https://lovelygirl.iest.in/,松屋 立川錦町店に着きましたらお電話ください。,070-2821-5337,11:00～翌 03:00
フェアリーランド,立川駅南口,東京都立川市錦町1-5-28,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/f1ed1247-dd9c-47e9-8df8-046c9523b1fa/,http://euphrosyne-est.biz/,上記の案内マップでの「A点」に着きましたら、お電話ください。,080-8012-0693,12:00～24:00
Aries（エリース）,立川駅南口,東京都立川市錦町１丁目８−１４,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/db255d44-35a3-46c0-8ae7-00194aaeb048/,http://www.aries.eevjp.com/,【ホテルマイステイズ立川】の付近に着いたら、お電話ください。,070-5367-9313,12:00～LAST
立川アカスリリラクゼーション 春,立川駅南口,東京都立川市柴崎町3-4-6,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/f06dcf83-77b6-4b60-9bc5-5cb5f5e483b5/,http://www.tachikawa-haru.com/,立川駅南口徒歩3分,042-524-2018,12:00～24:00
ベトナム子高級VIPコース18+,立川駅南口,東京都立川市錦町２丁目２−３４,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/24f12e2b-a721-4be1-af9f-4532e39636b0/,https://rose-viptbnam.navi.mn/,立川駅南口徒歩2分,090-7956-2197,11:00～翌 03:00
Cupid～キューピット～,立川駅,立川駅,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/ba9f8c59-8244-4a15-9f2c-a927e915173d/,https://cupid.est-relax.com/,立川駅徒歩2分,080-7569-4570,12:00～翌 02:00
少女の秘密,立川駅南口,"35.69583768363086, 139.41608065887837",35.69583768363086,139.41608065887837,https://www.esthe-ranking.jp/tachikawa/shop-detail/e352c60d-f797-4ed5-a968-971e716c0ef8/,https://hi-mi-tu.relax88.com/,立川駅南口徒歩3分,080-8357-5429,11:00～翌 02:00
Candle（キャンドル）,立川駅北口,"35.70109422819787, 139.41543079521074",35.70109422819787,139.41543079521074,https://www.esthe-ranking.jp/tachikawa/shop-detail/4742c675-8094-48b0-a971-f69de576d15e/,https://candle.raku.work/,立川駅北口徒歩3分,070-3546-1697,11:00～翌 02:00
魅惑の姫,立川駅,立川駅,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/9837d877-6bce-4d41-b907-e628b919da38/,https://miwaku-hime.navi.mn/,立川駅徒歩3分,070-9325-9685,11:00～翌 02:00
愛の海,立川駅南口,"35.6956997814327, 139.41607167648766",35.6956997814327,139.41607167648766,https://www.esthe-ranking.jp/tachikawa/shop-detail/b2911cb1-0f89-4b6f-b19a-4b9513ee0204/,https://lovesea.me-es.com/,立川駅南口より徒歩３分♪居心地の良いゆったりとした個室空間で洗練された手のひら全体によるオイルマッサージ。ほどよい刺激がさらに血行を良くし新陳代謝を高め疲れを解消して頂きます。最高な癒しのひとときを…,090-5095-0399,10:00～LAST
AROMA SPA,立川駅南口,東京都立川市錦町１丁目５−２３,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/79e25471-af20-4455-bf0e-e590746db0cb/,http://aromaspa.es-relax.info/,"立川南口より徒歩5分のメンズエステサロン「AROMA」新規オープンキャンペーン/全コース/1,000円割引致します。当店では、心と身体の両方の面からアプローチしますのですっきり回復いたします！お時間をいただければ ばっちり健康体に回復いたしますよ！！",090-2648-4373,24時間営業
ハニー,立川駅南口,"35.69651471309214, 139.41745645767108",35.69651471309214,139.41745645767108,https://www.esthe-ranking.jp/tachikawa/shop-detail/ee72cf84-7ff9-4427-b8c2-9f6d6ca4bd00/,http://honey.es-relax.info/,"立川南口より徒歩5分のメンズエステサロン「ハニー」新規オープンキャンペーン/全コース/19時迄限定/1,000円割引致します。当店では、心と身体の両方の面からアプローチしますのですっきり回復いたします！お時間をいただければ ばっちり健康体に回復いたしますよ！！",090-5675-1926,10:00～翌 04:00
Rosemary（ローズマリー）,立川駅南口,東京都,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/ea4c326d-6050-44b8-84f3-d994892ffcf7/,http://rosemary.este88.com/,アクセス欄に住所あり,070-2616-7181,11:00～LAST
セクシー娘,立川駅南口,東京都,,,https://www.esthe-ranking.jp/tachikawa/shop-detail/59b79c31-94bb-4a7b-bad2-4d6cf46e8676/,http://sexygirls.es-relax.info/,アクセス欄に住所あり,090-7960-1524,10:00～LAST
花水木,池袋駅北口,東京都,,,https://www.esthe-ranking.jp/ikebukuro/shop-detail/898b6c12-21cb-4524-967e-d431bcd6fa5b/,http://es-hana.work/,池袋駅北口徒歩3分,03-6876-4998,24時間営業
いちご,湯島駅3番出口,東京都文京区湯島3丁目32-12,,,https://www.esthe-ranking.jp/ueno/shop-detail/960db626-a030-4107-b2cf-ddd3663232ec/,https://esthe-relax.xyz/,湯島駅3番出口徒歩2分,090-1292-9790,12:00～翌 02:00(受付：11:00～24:00)
夜桜,御徒町駅南口,東京都台東区上野６丁目１−６,,,https://www.esthe-ranking.jp/ueno/shop-detail/7b299e48-5ec7-4656-b8da-2a47d68ebeb8/,https://yozakura.tokyo/,御徒町駅南口徒歩5分,070-2430-6940,11:00～翌 02:00
楽園,錦糸町駅北口,東京都墨田区錦糸４丁目１４−１１,,,https://www.esthe-ranking.jp/kinshicho/shop-detail/931f4f99-404a-437a-9bf3-baf1ac6d9056/,http://www.rakuen.esthejp.com/,【三井のリパーク 錦糸４丁目第３ 駐車場】に着いたら、お電話ください,080-5505-5888,24時間営業
HappyAngel（ハッピーエンジェル）,東青梅駅南口3分,"35.788464423037894, 139.276404453812",35.788464423037894,139.276404453812,https://www.esthe-ranking.jp/haijima/shop-detail/ca23d9e9-8e85-41c7-beaa-400605426b46/,https://happyangel.healrelax.info/,アクセス欄に緯度経度と住所あり,090-1102-8886,10:00～翌 02:00
夢の楽園,拝島駅北口,東京都福生市熊川１７０３−１,,,https://www.esthe-ranking.jp/haijima/shop-detail/02110e29-7745-4e43-bb76-8598c5043338/,http://www.yumenorakuen.mensest.com/,拝島駅北口徒歩4分,080-7232-6677,12:00～LAST
姫,羽村駅東口,東京都羽村市五ノ神1-7－7,,,https://www.esthe-ranking.jp/haijima/shop-detail/836d59c8-0ad6-49c1-bcfe-4e3d053b3a26/,https://iyashibara.com/,羽村駅東口徒歩2分,070-3781-6788,12:00～翌 03:00
愛,青梅駅,青梅駅,,,https://www.esthe-ranking.jp/haijima/shop-detail/c1414bdb-c3a7-4cb8-9a74-00ae53d42773/,https://ai.est-relax.com/,駅に着きましたらお電話ください。,080-3694-9909,12:00～LAST
Rose（ローズ）,福生駅東口,東京都福生市福生８８０−１７,,,https://www.esthe-ranking.jp/haijima/shop-detail/5b5e6f6a-9742-41b0-ae0f-e1425d6e444d/,http://www.rose-esthe.com/,福生駅東口徒歩3分,080-2047-3263,11:00～LAST
美人魚,羽村駅東口,羽村駅,,,https://www.esthe-ranking.jp/haijima/shop-detail/91fc9030-e6b9-4875-942a-0b6b82824538/,http://www.bijingyo.refleshop.com/,アクセス欄に住所あり,080-3910-8686,11:30～翌 03:00
で逢い,福生駅西口,福生市本町７２,,,https://www.esthe-ranking.jp/haijima/shop-detail/077587a0-ef34-431b-8a23-92a0db46c992/,https://de-meetyou.navi.mn/,アクセス欄に住所あり,070-9093-6552,14:00～LAST
Lunaria（ルナリア）,昭島駅・福生駅,"35.71303191108922, 139.359833",35.71303191108922,139.359833,https://www.esthe-ranking.jp/haijima/shop-detail/08724b53-5de7-4e26-8e7e-ad29a8983978/,https://marble.esplus.info/,アクセス欄に緯度経度と住所あり,070-2437-2387,12:00～翌 01:00
Hinoki～檜～,河辺駅南口,河辺駅,,,https://www.esthe-ranking.jp/haijima/shop-detail/f43a93ae-51f2-4bb9-8c1c-68a83510f477/,http://relax-aroma.biz/,上記の案内マップでの駅南口に着きましたら、お電話ください。当店のスタッフがご案内させて頂きます。,080-7888-2057,12:00～24:00
スイート〜SUITE〜,福生駅東口,福生駅,,,https://www.esthe-ranking.jp/haijima/shop-detail/d8e9485a-328e-4376-bec6-2e55a90efd0c/,http://suite-es.com/,アクセス欄に住所あり,090-1104-9062,11:00～LAST
優々,昭島駅南口,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/3aea73cb-2246-4fd0-b9e5-a38f85f0d413/,https://yuuyuu.esytl.tokyo/,昭島駅南口徒歩1分,080-7612-5145,13:00～LAST
グリーン,東青梅駅南口,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/8f49388e-0a15-4102-9fb1-14ddd49c894c/,http://es-green.link/,東青梅駅南口徒歩1分,090-9964-2255,12:00～LAST
relalice（リラリス）,拝島駅南口,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/4d3bdb8a-c130-4bdb-bd10-a84ee6a14c85/,http://koi.este88.com/,拝島駅南口徒歩3分,070-9009-9043,11:00～LAST
Mrs.GRACIA（グラシア）,福生駅,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/70277c39-4faa-4dae-b81a-43b4a957df89/,http://himsggracia.xyz/,福生駅徒歩5分,090-5227-4195,11:00～翌 03:00
桜（サクラ）,小作駅東口,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/7bdc14a2-a2fa-450a-8f03-d44f002a96d2/,https://sa-ku-ra.est.cm/,小作駅東口徒歩2分,042-578-8990,14:00～翌 04:00
雅,福生駅東口,東京都,,,https://www.esthe-ranking.jp/haijima/shop-detail/a22d01b9-a7b8-4b63-abae-8e17038d1698/,http://a-rlx.info/,福生駅東口徒歩2分,042-808-7892,13:00～LAST
パラダイス,久米川駅,久米川駅 東京都東村山市栄町２丁目３−１,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/3404c00b-7893-4810-9b9a-3d604ad3ffed/,https://www.relaxsalon.xyz/prds/,アクセス欄に住所あり,050-6881-4878,10:00～翌 02:00
FOR YOU,久米川駅北口,東京都東村山市栄町1丁目4-6,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/b36d0ea2-e8b8-410e-90f6-f9d3f3d65579/,http://foryou.est1.net/,若くて可愛い新人続々入店中。久米川駅北口徒歩1分。20代のセラピストが極上の癒しを提供いたします。出勤の女の子は最新情報に載せていますのでよろしくお願いします。,080-7417-5265,12:00～LAST
福縁,新秋津駅,東京都東村山市秋津町５-２５-１３,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/f3be1b86-5582-4680-acc3-1fafefc60bc3/,http://www.fukuen.esturl.com/,新秋津駅徒歩1分,070-2178-1777,12:00～LAST
ひまわり,久米川駅北口,"35.75056921666962, 139.47260347806798",35.75056921666962,139.47260347806798,https://www.esthe-ranking.jp/kumegawa/shop-detail/51f463fa-f7c0-41d2-8a4d-6e2f72d450b7/,http://himawari-suzun.hl-web23.work/,久米川駅北口徒歩1分,080-5847-3675,11:00～LAST
もちもち,秋津駅南口,"35.778178276040016, 139.49742975889043",35.778178276040016,139.49742975889043,https://www.esthe-ranking.jp/kumegawa/shop-detail/9decd628-da00-4ccd-8dc9-b30419d2d26e/,http://www.mochimochi.estyojp.com/,【まいにち薬局】の付近に着いたら、お電話ください。,070-4500-9888,24時間営業
吉日,久米川駅南口,久米川駅,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/3c101437-01dd-4aaa-bb9c-11070034610a/,https://est1.info/kitijjtu/,アクセス欄に住所あり,050-6870-8208,12:00～LAST
Lumina（ルミナ）,久米川駅南口,東京都東村山市栄町2-5-8,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/debb90bf-1afd-4179-ba72-31486b28b8bc/,https://maria.iest.in/,西武新宿線「久米川」駅南口徒歩2分,070-2388-2111,12:00～LAST
Flower,久米川駅南口,久米川駅,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/8ee6e05b-d869-4765-a6cb-ca89fe1170ef/,https://flower.japan-girl.work/,久米川駅南口徒歩3分,080-5622-8683,12:00～翌 01:00
愛恋Love,久米川駅,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/6107b470-8e79-4b4d-917e-5be32c41c821/,http://airenlove.xyz/,アクセス欄に住所あり,080-8294-6663,11:00～翌 03:00
SWEET ANGELS,秋津駅,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/11830ed7-39a6-4080-9637-4b9f90fbac2d/,http://akitsuekimsg.xyz/,秋津駅徒歩3分,090-2304-3145,12:00～LAST
夢の姫,久米川駅南口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/b289269c-eda1-4690-b6ea-8d0b2f06fd1d/,http://heal-salon.com/,アクセス欄に住所あり,070-4539-9777,12:00～翌 05:00
オキニ,東村山駅東口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/1f681028-c9b7-41e5-9161-e9453b87ac3d/,https://azumaokini.store/access/,東村山駅東口徒歩5分,090-9500-0962,12:00～LAST
愛の屋,東村山駅東口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/827ab0fc-9023-4c86-b5c0-bc90e5e526e3/,https://murayamaai.xyz/,東村山駅東口徒歩5分,090-5649-8352,12:00～翌 03:00
キララ,久米川駅南口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/d7631242-d10a-4222-b092-e65ee82aa086/,http://kirakira.sh-qeftxtu.tokyo/,久米川駅南口徒歩1分,080-1458-6888,12:00～LAST
美心堂,一橋学園駅南口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/58fa0a33-1014-4278-9d81-213208c84e48/,https://www.bisin.work/,一橋学園駅南口徒歩1分,080-9403-0755,12:00～LAST
ブル,秋津駅,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/504a68ea-bcfa-4019-93ce-e36d42593876/,http://himawari.sh-kdr.tokyo/,秋津駅徒歩2分,042-318-0943,12:00～LAST
蓮,花小金井駅北口,東京都,,,https://www.esthe-ranking.jp/kumegawa/shop-detail/5c4381e6-abb3-412b-8343-7d61386e74e0/,https://tairei.work/,花小金井駅北口徒歩1分,080-5572-0002,12:00～LAST
縁～Yukari～,田無駅北口,"35.7296280890269, 139.54195952888804",35.7296280890269,139.54195952888804,https://www.esthe-ranking.jp/nishitokyo/shop-detail/823174c7-6a43-4f59-be36-29ef91d5d61e/,https://yukari.estx.net/,田無駅北口徒歩4分,080-4360-0114,12:00～翌 04:00
ピーチ,田無駅北口,田無駅,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/f834792d-2b9e-4262-ac25-1842533931f4/,https://peach.pretty-girl.link/,田無駅北口徒歩3分,070-1220-6688,10:00～LAST
保谷癒しリラクゼーション,保谷駅南口,保谷駅,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/c913d0b7-4c70-43c9-bc2d-9b66bdd41ed0/,https://hyiyasi.m-es.net/,保谷駅南口徒歩5分,070-4173-2246,12:00～翌 03:00
沙羅沙（サラサ）,東久留米駅北口,東京都東久留米市東久留米東本町1-6 2F,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/989d57bf-69cc-478d-a98d-35560cb71945/,http://www.a-salasa.com/,西武池袋線東久留米駅北口に着きましたらお電話ください。,042-472-2838,12:00～LAST
RankSPA（ランクスパ）,清瀬駅南口,東京都清瀬市松山1-11-19,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/c4d99550-b663-48a1-adfa-9746f11ceb5a/,https://hi-msg.com/rankspa/,清瀬駅南口徒歩30秒,042-497-1607,13:00～LAST
すこやか,ひばりヶ丘駅,"35.74996126521739, 139.54356165889553",35.74996126521739,139.54356165889553,https://www.esthe-ranking.jp/nishitokyo/shop-detail/2b593d92-ae78-4aee-a496-ee62ccc905fd/,https://skyk.jpest.net/,ひばりヶ丘駅徒歩3分,090-9327-6187,12:00～翌 06:00
つぼみ,清瀬駅北口,"35.77267999053826, 139.51885755318753",35.77267999053826,139.51885755318753,https://www.esthe-ranking.jp/nishitokyo/shop-detail/0338ca4a-420f-44f7-85af-05c61b217e9d/,https://tsubomi.iest.in/,アクセス欄に緯度経度と住所あり,070-4140-6085,12:00～翌 02:00
癒しの恋,ひばりヶ丘駅北口,"35.752543508272076, 139.54427380491072",35.752543508272076,139.54427380491072,https://www.esthe-ranking.jp/nishitokyo/shop-detail/7260f1ed-447e-40f3-886b-d17e5f678bb2/,http://www.rola.iesjp.com/,ひばりヶ丘駅北口徒歩2分,070-9198-8206,13:00～翌 05:00
LUCY・ルーシー,東久留米駅,"35.762698267714356, 139.53390953372983",35.762698267714356,139.53390953372983,https://www.esthe-ranking.jp/nishitokyo/shop-detail/9bc6a74e-6b4d-47d9-b1ca-827164b3f58a/,http://lucy.idk-dx.cfd/,地図の位置に着きましたら、ご連絡ください。,080-8587-9844,10:00～翌 01:00
和沐里 ～Wamokuri～,田無駅北口,東京都西東京市田無町３丁目９−４,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/2201275a-1013-4acf-bc4b-27272d71330e/,https://tanashi-esthe.com/,田無駅北口徒歩4分,090-8161-1649,11:00～翌 02:00
ふわふわ,清瀬駅,"35.77123810029433, 139.51889338126185",35.77123810029433,139.51889338126185,https://www.esthe-ranking.jp/nishitokyo/shop-detail/4a539d4d-5edc-408d-bee7-9e3819b61eda/,http://sh-hyy.hfmi11.xyz/,清瀬駅に着きましたらお電話ください。,090-1668-5888,12:00～翌 05:00
イリス,田無駅北口,東京都西東京市田無町２丁目１１−１,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/3d711f79-f7a2-4a2f-be6b-6e965cc9839a/,https://irisu.iest.in/,ファミリーマート 田無駅前店に着きましたらお電話ください。,080-6177-5188,12:00～翌 02:00
健康園（けんこうえん）,保谷駅,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/2a934c67-4450-4a60-a6d6-9b4c9f10cc37/,http://sh-jky.rfdw.xyz/,保谷駅徒歩1分,050-6871-0153,10:30～翌 03:00
ROSE（ローズ）,田無駅,東京・西東京市田無町 リラクゼーション,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/f964f8d8-6e15-4cbd-aaaf-dbaee9cc0abe/,http://www.china-massage.work/,アクセス欄に住所あり,042-462-9946,14:00～LAST
ときめき,清瀬駅北口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/ee55f91d-dec4-4c24-b533-57313ce0c2d3/,http://kiyoseimsg.xyz/,清瀬駅北口徒歩2分,090-2403-6190,12:00～LAST
カリーナ,清瀬駅北口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/6472a1b1-a254-487c-848f-61621b808d81/,http://sh-kiyosemsg.xyz/,清瀬駅北口徒歩2分,070-2625-2034,12:00～LAST
暖安,ひばりヶ丘駅北口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/a6c7a57d-c436-43c1-a9b8-3c5ea77754c5/,https://8danan8.wixsite.com/index,ひばりヶ丘駅北口徒歩5分,080-4900-7515,12:00～LAST
ローズSPA,保谷駅南口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/ef681adb-d8fb-446e-9025-ebc8fc584ab3/,https://rosespa.1esthe.com/,保谷駅南口徒歩2分,070-2166-9565,13:00～LAST
エデンの園,保谷駅南口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/e48d2c69-8bbf-42cc-80ab-5390e020ecd3/,http://e-hoya.info/,保谷駅南口徒歩1分,042-439-3867,02:00～LAST
夢の家,保谷駅南口,東京都,,,https://www.esthe-ranking.jp/nishitokyo/shop-detail/4f09546b-f309-4af8-bc23-c855cc8f469b/,https://yumenoie.1esthe.com/,保谷駅南口徒歩2分,090-1808-9584,12:00～24:00
Omakase（おまかせ）,練馬駅A1出口,"35.73740578208077, 139.654808133753",35.73740578208077,139.654808133753,https://www.esthe-ranking.jp/nerima/shop-detail/d812d8e5-b174-47c0-afac-9b36715eb9ce/,http://www.omakase.eevjp.com/,練馬駅A1出口徒歩3分,080-4387-7213,12:00～翌 02:00
バニラ,練馬駅西口,練馬駅,,,https://www.esthe-ranking.jp/nerima/shop-detail/bdcfbcd4-f956-4583-be31-44814ef11b0a/,http://miyako.sh-leiqio.tokyo/,練馬駅西口徒歩1分,070-7528-7002,10:00～翌 08:00
天使のSPA,練馬駅,練馬駅,,,https://www.esthe-ranking.jp/nerima/shop-detail/51b9cdf3-971d-4af2-95a4-760fec21cdaf/,https://tsnspa.est-relax.com/,駅に着きましたら、電話ください。,080-3602-5973,12:00～翌 02:00
Siam Spa,桜台駅北口,東京都練馬区桜台１丁目５−９,,,https://www.esthe-ranking.jp/nerima/shop-detail/072d1585-2e6e-496e-8729-9253528dfe69/,https://nerima-esthe.com/,お車でお越しの場合は付近にパーキングが多数ございます。,080-7844-6530,11:00～翌 03:00
美娘（みこ）,練馬駅,"35.737773423572854, 139.65700676674695",35.737773423572854,139.65700676674695,https://www.esthe-ranking.jp/nerima/shop-detail/f731370c-8c7a-4c58-a2fd-8e749b821c69/,http://miko.sh-leiwan.tokyo/,アクセス欄に緯度経度と住所あり,080-8078-8644,11:00～翌 02:00
ラッキー,江古田駅南口,東京都練馬区旭丘１丁目７３−９,,,https://www.esthe-ranking.jp/nerima/shop-detail/908986a1-e323-4aa1-9e9b-63b5d36873da/,http://kairis.work/,江古田駅南口徒歩1分,080-7156-7102,12:00～翌 02:00
Bubble（バブル）,石神井公園駅西口,石神井公園駅,,,https://www.esthe-ranking.jp/nerima/shop-detail/80138c00-6467-4e21-92ce-faaef41ebd05/,https://bubble.asian-girl.work/,石神井公園駅西口徒歩2分,070-6487-5883,12:00～翌 01:30
猫の日記（ねこのにっき）,桜台駅,"35.738576793841425, 139.66470573671435",35.738576793841425,139.66470573671435,https://www.esthe-ranking.jp/nerima/shop-detail/8d33f284-2053-4f5a-b4bd-9f8ee93a3bc3/,http://mmrjsaku.s3-website.ap-northeast-3.amazonaws.com/mmrj.sh-djn1.tokyo/,ここに着きましたらお電話ください。,090-1470-8821,12:00～翌 02:00
姫,練馬駅西口,"35.73695021326725, 139.65191896223803",35.73695021326725,139.65191896223803,https://www.esthe-ranking.jp/nerima/shop-detail/eb6f5d8f-c606-4800-8f1d-2ee2eb06ddc7/,https://hime2026.esmens.com/,練馬駅西口徒歩2分,080-1500-7737,10:00～翌 03:00
Rose,練馬駅南口,東京都練馬区練馬１丁目２−２,,,https://www.esthe-ranking.jp/nerima/shop-detail/bbdd03d3-cc72-4f50-8798-e1d8874469d4/,https://rose.estx.net/,練馬駅南口徒歩1分,03-6914-5726,12:00～翌 05:00
ひまわり,練馬駅南口,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/51b19c0a-3511-4557-99dd-ef456b885d20/,http://himawari.est-u.com/,練馬駅南口徒歩1分,03-5912-2330,12:00～翌 05:00
一日の約束,石神井公園駅,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/e30f412b-07bb-4fa7-8c43-aa36d683748b/,https://yakusoku.estheya.com/,石神井公園駅徒歩3分,080-9281-4449,12:00～LAST
Queendom,石神井公園駅,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/8ab33034-3f79-44dd-871c-52660fc12183/,https://queen-dom.rankuens.com/,石神井公園駅徒歩3分,070-4001-6043,12:00～LAST
スマイル,練馬駅西口,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/5e9d9dc7-dab1-48c5-91ed-3e2c8f638465/,http://www.seoul.esjp.info/,練馬駅西口徒歩2分,03-5984-0171,11:00～翌 05:00
ラックン,中村橋駅,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/602aa12e-ced7-4a22-ae5b-fbaa0828e2e4/,http://rakkun.relaxease.com/,中村橋駅徒歩1分,090-8824-9994,13:00～翌 02:00
Touch （タッチ）,大泉学園駅,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/42ca203c-d456-4a30-bba6-689296baddf1/,https://izumitouch.xyz/,大泉学園駅徒歩4分,090-7402-0398,11:00～LAST
もしもし,大泉学園駅北口,東京都,,,https://www.esthe-ranking.jp/nerima/shop-detail/76d6affb-85d4-4a51-8137-c2ed19538d90/,http://moshimoshiest.xyz/kid.loas.tokyo/,アクセス欄に住所あり,080-2648-8406,12:00～翌 03:00
ひまわり,上板橋駅北口,東京都板橋区常盤台4丁目20—2,,,https://www.esthe-ranking.jp/ooyama/shop-detail/c62d1b7c-e705-4380-a33a-aba448bf14e8/,http://himawari.mssg.jp/,上板橋駅北口徒歩3分,080-2047-1614,12:00～LAST
猫ちゃん,成増駅南口,東京都板橋区成増１丁目２８−１４,,,https://www.esthe-ranking.jp/ooyama/shop-detail/0a8efd2a-e02b-4dfc-aa4b-6a1a9b1b1693/,https://nekotyan.est-relax.com/,東京メトロ有楽町線 / 地下鉄成増駅 徒歩1分,090-2411-1461,11:00～LAST
台湾リラクゼーション 愛,ときわ台駅南口,東京都板橋区南常盤台1-22-7,,,https://www.esthe-ranking.jp/ooyama/shop-detail/c54069dd-21c1-49c6-9fc2-0dc1c9119a77/,https://ai-esthe.com/index.php,2025年11月ときわ台の「愛」がリニューアルオープン！スタッフを一新し心と身体が潤う、至福のリラクゼーション体験をご提供いたします。マッサージはもちろん洗体サービスも充実！ときわ台駅南口より徒歩3分です。,080-5059-6888,24時間営業
SARINA（サリナ）,成増駅南口,板橋区成増2-15-9,,,https://www.esthe-ranking.jp/ooyama/shop-detail/478a6458-c217-407c-98e4-789d9d274587/,https://narimasu-esthe.jp/,東京メトロ成増駅5番出口1分,070-2612-6765,11:00～LAST
沁園,中板橋駅北口,中板橋駅,,,https://www.esthe-ranking.jp/ooyama/shop-detail/550cd6ee-5ef4-470d-8c42-69773601d67f/,http://iyashiya.es-relax.info/,中板橋駅北口より徒歩1分高級リラクゼーションオープン☆,080-1583-6927,12:00～翌 02:00
癒し空間,成増駅南口,成増駅,,,https://www.esthe-ranking.jp/ooyama/shop-detail/b8880020-ea82-4eee-913b-d4740c4b0f75/,http://www.iyashi.relax-hp.com/,成増駅南口徒歩1分,090-1732-6088,12:00～翌 05:00
