"店舗名","最寄駅","掲載URL","公式HP","取得先URL","HTTP","地図数","判定","理由","地図ラベル","緯度","経度","駅緯度","駅経度","駅からの距離m"
"SENAL（シュナイ）","大井町駅中央口","https://www.esthe-ranking.jp/kamata/shop-detail/cc8700e1-0185-471c-ad92-9b6f9b0c61de/","http://chie.esnavi.work/","http://chie.esnavi.work/","200","0","hold","座標候補なし","","","","","",""
"Suzu蘭","大井町駅","https://www.esthe-ranking.jp/kamata/shop-detail/4dcbb22c-0480-4e7b-85c9-e937dafa8acf/","http://www.suzuranrefure.xyz/","http://www.suzuranrefure.xyz/","200","1","hold","地図ラベルなし","","","","","",""
"シャレンドGirl","大井町駅","https://www.esthe-ranking.jp/kamata/shop-detail/42b61b9c-1398-4317-9fea-fd3b6c7a1979/","https://sharendogirlooimachi.navi.mn/","https://sharendogirlooimachi.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"ハッピー～Happy～","大井町駅西口","https://www.esthe-ranking.jp/kamata/shop-detail/8f68bdb6-7ce9-4337-ab9a-788a379b836c/","http://sh-happy.wrjhebar17.tokyo/","http://sh-happy.wrjhebar17.tokyo/","200","0","hold","座標候補なし","","","","","",""
"ラブラブ","大井町駅","https://www.esthe-ranking.jp/kamata/shop-detail/c6329028-d833-46d3-ba57-8a0047b83568/","http://lovey.sh-bab.tokyo/","http://lovey.sh-bab.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
"美楽みらく","大井町駅","https://www.esthe-ranking.jp/kamata/shop-detail/5fb2e012-0094-4352-9baf-ccd162b59014/","http://mirakuoi.xyz/","http://mirakuoi.xyz/","200","0","hold","座標候補なし","","","","","",""
"美姫","大井町駅","https://www.esthe-ranking.jp/kamata/shop-detail/33e9169c-3af5-4aff-9588-ce7af56c44b9/","http://www.miki.estyojp.com/","http://www.miki.estyojp.com/","200","0","hold","座標候補なし","","","","","",""
"SHE","池袋駅","https://www.esthe-ranking.jp/ikebukuro/shop-detail/226ce146-e199-4455-9af4-42b3f5781c82/","https://s-h-e.relaxjp.com/","https://s-h-e.relaxjp.com/","200","0","hold","座標候補なし","","","","","",""
"Sugar","池袋駅北口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/2d0c4486-4dd6-4746-bf23-9e6e456a3d2f/","https://sugar-bluesea.navi.mn/","https://sugar-bluesea.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"ディープリンパクト","池袋駅西口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/ca964e45-929b-418b-9972-5e8244aff1fc/","https://www.deep-es.net/","https://www.deep-es.net/","200","0","hold","座標候補なし","","","","","",""
"ナーラック","池袋駅西口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/66cebbeb-92b4-4f87-b6fc-6ba783f23528/","http://naa-rak.com/","http://naa-rak.com/","200","0","hold","座標候補なし","","","","","",""
"俺の秘密基地","池袋駅北口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/c63849d4-5f17-465d-8d75-9108e1acde5c/","https://www.rx-es.com/","https://www.rx-es.com/","200","1","hold","地図ラベルなし","","","","","",""
"花水木","池袋駅北口","https://www.esthe-ranking.jp/ueno/shop-detail/0418cc7a-4def-46c2-ac17-7ae3a1226f78/","http://www.hanamizuki.estjpn.com/","http://www.hanamizuki.estjpn.com/","200","0","hold","座標候補なし","","","","","",""
"花水木","池袋駅北口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/898b6c12-21cb-4524-967e-d431bcd6fa5b/","http://es-hana.work/","http://es-hana.work/","200","0","hold","座標候補なし","","","","","",""
"蜜姫","池袋駅北口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/48b725c6-497e-476a-a502-c7f0ad398508/","https://www.es-hime.tokyo/","https://www.es-hime.tokyo/","200","0","hold","座標候補なし","","","","","",""
"癒しの苑","池袋駅西武東口","https://www.esthe-ranking.jp/ikebukuro/shop-detail/cd461fd5-0358-43cf-8fa4-efe834b33ec9/","https://kajinn.fan.bz/","https://kajinn.fan.bz/","200","1","hold","地図ラベルなし","","","","","",""
"Doll House","三鷹駅南口","https://www.esthe-ranking.jp/kichijoji/shop-detail/88aff52c-a493-499d-8f1f-b56f8f869c65/","https://doll-h.est888.com/","https://doll-h.est888.com/","200","0","hold","座標候補なし","","","","","",""
"Kiss Me","三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/1d43466f-33a1-4f58-b7b2-5e55580d19f1/","http://kissmeme.mensest.xyz/","http://kissmeme.mensest.xyz/","200","0","hold","座標候補なし","","","","","",""
"Pink Momo","三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/d214640a-df21-4501-85e0-841fd89c2969/","http://mitakamsg.xyz/","http://mitakamsg.xyz/","200","2","hold","地図ラベルなし","","","","","",""
"エス・トップ","三鷹駅南口","https://www.esthe-ranking.jp/kichijoji/shop-detail/0044bb4a-c2ea-432c-95d9-5541e6b6ffbe/","http://f-relax.net/","http://f-relax.net/","200","0","hold","座標候補なし","","","","","",""
"ナイトパーティー","三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/48f77990-905d-4590-90cb-91244ec9027d/","http://ybc2h.mensrelax.net/","http://ybc2h.mensrelax.net/","200","0","hold","座標候補なし","","","","","",""
"はちみつ","三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/3e40e59e-46ec-4b0d-99ba-576639531801/","https://hachimitsu-bgold.navi.mn/","https://hachimitsu-bgold.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"ラビット","三鷹駅南口","https://www.esthe-ranking.jp/kichijoji/shop-detail/8917c66c-8b0e-4ce7-a320-1f9d3928b431/","http://himsgrabit.xyz/index.html","http://himsgrabit.xyz/index.html","200","0","hold","座標候補なし","","","","","",""
"幸せのSpa","三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/f42dbf81-f542-4495-a428-db7923590dbd/","https://www.relaxsalon.xyz/sawspa/","https://www.relaxsalon.xyz/sawspa/","200","0","hold","座標候補なし","","","","","",""
"CUTE～キュート～","葛西駅","https://www.esthe-ranking.jp/kasai/shop-detail/e70fa3d1-a50d-4e9c-95f1-fda678e0bc45/","https://cute.est-u.com/","https://cute.est-u.com/","200","0","hold","座標候補なし","","","","","",""
"Royal","葛西駅西口","https://www.esthe-ranking.jp/kasai/shop-detail/4c7897fb-f04c-4edc-bbcd-b502e1fd424e/","http://www.mens-royal.com/","http://www.mens-royal.com/","200","0","hold","座標候補なし","","","","","",""
"ダーリン","葛西駅中央口","https://www.esthe-ranking.jp/kasai/shop-detail/e0cf9118-3725-42ff-8a66-ac85b9b65e15/","https://www16.webjck.jp/","https://www16.webjck.jp/","200","0","hold","座標候補なし","","","","","",""
"雅～Miyabi～","葛西駅","https://www.esthe-ranking.jp/kasai/shop-detail/403992a0-0a0d-4391-997c-4596c1d8c866/","http://miyabiksa.online/","http://miyabiksa.online/","200","0","hold","座標候補なし","","","","","",""
"楽園","葛西駅","https://www.esthe-ranking.jp/kasai/shop-detail/c73bc488-8a92-4196-b8b9-668eea545d55/","https://rakuen-ksi.iest.in/","https://rakuen-ksi.iest.in/","200","2","hold","地図ラベルなし","","","","","",""
"心楽","葛西駅北口","https://www.esthe-ranking.jp/kasai/shop-detail/bf216d3a-ba83-4f34-850b-e57e5039301e/","https://sinraku.chinagirl.work/","https://sinraku.chinagirl.work/","200","0","hold","座標候補なし","","","","","",""
"蜜桃～Momo～","葛西駅","https://www.esthe-ranking.jp/kasai/shop-detail/894f2067-6d0d-493f-b7fa-c9a703848806/","https://kasaimomo.com/","https://kasaimomo.com/","200","0","hold","座標候補なし","","","","","",""
"Flower","久米川駅南口","https://www.esthe-ranking.jp/kumegawa/shop-detail/8ee6e05b-d869-4765-a6cb-ca89fe1170ef/","https://flower.japan-girl.work/","https://flower.japan-girl.work/","200","3","hold","地図ラベルなし","","","","","",""
"キララ","久米川駅南口","https://www.esthe-ranking.jp/kumegawa/shop-detail/d7631242-d10a-4222-b092-e65ee82aa086/","http://kirakira.sh-qeftxtu.tokyo/","http://kirakira.sh-qeftxtu.tokyo/","200","0","hold","座標候補なし","","","","","",""
"コスモス","久米川駅","https://www.esthe-ranking.jp/kumegawa/shop-detail/908eeac2-a016-489e-bb15-82f66115d9eb/","https://jpest.xyz/cosmos/","https://jpest.xyz/cosmos/","200","0","hold","座標候補なし","","","","","",""
"愛恋Love","久米川駅","https://www.esthe-ranking.jp/kumegawa/shop-detail/6107b470-8e79-4b4d-917e-5be32c41c821/","http://airenlove.xyz/","http://airenlove.xyz/","200","0","hold","座標候補なし","","","","","",""
"吉日","久米川駅南口","https://www.esthe-ranking.jp/kumegawa/shop-detail/3c101437-01dd-4aaa-bb9c-11070034610a/","https://est1.info/kitijjtu/","https://est1.info/kitijjtu/","200","0","hold","座標候補なし","","","","","",""
"夢の姫","久米川駅南口","https://www.esthe-ranking.jp/kumegawa/shop-detail/b289269c-eda1-4690-b6ea-8d0b2f06fd1d/","http://heal-salon.com/","http://heal-salon.com/","200","0","hold","座標候補なし","","","","","",""
"Mermaid（マーメイド）","国分寺駅南口","https://www.esthe-ranking.jp/kokubunji/shop-detail/83f94afa-7873-46f8-b5ef-c39ca488d00d/","http://www.mermaid-kokubunji.com/","http://www.mermaid-kokubunji.com/","200","0","hold","座標候補なし","","","","","",""
"もも","国分寺駅","https://www.esthe-ranking.jp/kokubunji/shop-detail/1846d85e-8c36-42fa-b432-ddaef32d5bdf/","http://momo.sh-vy.tokyo/","http://momo.sh-vy.tokyo/","403","0","hold","座標候補なし","","","","","",""
"モモハニー","国分寺駅北口","https://www.esthe-ranking.jp/kokubunji/shop-detail/838e6b32-6d8a-4e49-bb05-4ddd732f9afc/","http://hljkopqtydf.tokyo/","http://hljkopqtydf.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
"一目惚れ","国分寺駅","https://www.esthe-ranking.jp/kokubunji/shop-detail/35a73d48-d262-47ba-8c21-cda3611f73a3/","https://neolori.oks.bz/","https://neolori.oks.bz/","200","1","hold","地図ラベルなし","","","","","",""
"初音","国分寺駅","https://www.esthe-ranking.jp/kokubunji/shop-detail/200b1d01-c94b-4c6a-9d43-8a1e1a03e8c8/","https://onlyone-rakuen.navi.mn/","https://onlyone-rakuen.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"美月（みづき）","国分寺駅北口","https://www.esthe-ranking.jp/kokubunji/shop-detail/3923839e-e093-40e9-aadd-c48eb6b2bc43/","http://hfmi4.xyz/","http://hfmi4.xyz/","403","0","hold","座標候補なし","","","","","",""
"Nuadsabai（ヌアサバイ）","笹塚駅","https://www.esthe-ranking.jp/hatsudai/shop-detail/ad0277e2-4ce8-4719-b553-8b78d2d5ff03/","https://nuadsabai.relaxease.com/","https://nuadsabai.relaxease.com/","200","0","hold","座標候補なし","","","","","",""
"Oasis（オアシス）","笹塚駅北口","https://www.esthe-ranking.jp/hatsudai/shop-detail/c53078fa-1be6-48df-9a04-3a833846b181/","http://est-massage.xyz/","https://est-massage.xyz/","200","0","hold","座標候補なし","","","","","",""
"きらら","笹塚駅","https://www.esthe-ranking.jp/hatsudai/shop-detail/4d378032-b9a5-40e7-9de4-1b2e96ea6f6c/","http://sh-kirara.seiwakensetsu777.jp/","http://sh-kirara.seiwakensetsu777.jp/","403","0","hold","座標候補なし","","","","","",""
"ダーリン","笹塚駅北口","https://www.esthe-ranking.jp/hatsudai/shop-detail/e77d5ebc-39e6-4c84-a5cf-b0ecccdff222/","http://sasazukarelaxheya.xyz/renjije.est2.xyz/index.html","http://sasazukarelaxheya.xyz/renjije.est2.xyz/index.html","200","0","hold","座標候補なし","","","","","",""
"パンドラ","笹塚駅","https://www.esthe-ranking.jp/hatsudai/shop-detail/be04de29-2019-4311-b7fa-d885d31ae9b7/","https://sasazukafun.online/","https://sasazukafun.online/","200","1","hold","地図ラベルなし","","","","","",""
"猫娘","笹塚駅北口","https://www.esthe-ranking.jp/hatsudai/shop-detail/fa018cbf-cba7-4923-b4c5-f1db8165ed29/","https://nekomusume-sszk.iest.in/","https://nekomusume-sszk.iest.in/","200","1","hold","座標候補なし","","","","","",""
"Enjoy","新小岩駅","https://www.esthe-ranking.jp/kameido/shop-detail/0fbed184-0742-4a58-8f2c-10177f2dc089/","http://enjoyyy.mensest.xyz/","http://enjoyyy.mensest.xyz/","200","0","hold","座標候補なし","","","","","",""
"さくら","新小岩駅北口","https://www.esthe-ranking.jp/kameido/shop-detail/f2e5b06f-d01f-443c-a0e4-2261509890e4/","http://yh.sh-igy.tokyo/","http://yh.sh-igy.tokyo/","200","2","hold","地図ラベルなし","","","","","",""
"ひまわり","新小岩駅南口","https://www.esthe-ranking.jp/kameido/shop-detail/91d79c84-655b-458f-8c0d-af11484cbc7c/","http://www.himawari-shinkoiwa.com/","http://www.himawari-shinkoiwa.com/","200","0","hold","座標候補なし","","","","","",""
"愛の虹","新小岩駅南口","https://www.esthe-ranking.jp/kameido/shop-detail/161d90e5-5f37-4f90-b4f3-4a66ce930ba0/","http://rainbow.menzu-uel.sbs/","http://rainbow.menzu-uel.sbs/","403","0","hold","座標候補なし","","","","","",""
"花ノ～Flowers～","新小岩駅北口","https://www.esthe-ranking.jp/kameido/shop-detail/0db8a4b9-669e-43d5-b928-7cb29bc21d2b/","http://flowers.es-relax.info/","http://flowers.es-relax.info/","200","1","hold","地図ラベルなし","","","","","",""
"美楽（びらく）","新小岩駅南口","https://www.esthe-ranking.jp/kameido/shop-detail/7d0f6eaf-8a03-4f93-a1f4-c5a6d7117627/","http://y-rlx.net/","http://y-rlx.net/","200","0","hold","座標候補なし","","","","","",""
"COCORO","神田駅東口","https://www.esthe-ranking.jp/kanda/shop-detail/043d434d-752b-4e9b-b88c-d25ef1929c06/","http://k-cocoro.co/","http://k-cocoro.co/","200","0","hold","座標候補なし","","","","","",""
"花マッチ","神田駅北口","https://www.esthe-ranking.jp/kanda/shop-detail/0a1c0c83-a7aa-4f4c-8fbd-68e80f4b8ea6/","http://rilakkuma.sh-fza.tokyo/","http://rilakkuma.sh-fza.tokyo/","403","0","hold","座標候補なし","","","","","",""
"元気モリモリ","神田駅東口","https://www.esthe-ranking.jp/kanda/shop-detail/ddd9d083-cfd1-41a8-b2b9-fb718b96d7b4/","http://genki-morix2.asia/","http://genki-morix2.asia/","200","0","hold","座標候補なし","","","","","",""
"香音（かのん）","神田駅西・北口","https://www.esthe-ranking.jp/kanda/shop-detail/adb3ec7f-2184-44a3-9931-17e50b9d9120/","https://kanda-on.work/","https://kanda-on.work/","200","0","hold","座標候補なし","","","","","",""
"順風","神田駅東口","https://www.esthe-ranking.jp/kanda/shop-detail/f453e44e-c779-43a2-b660-1b21e9f78528/","https://kaede.tyo.cm/","https://kaede.tyo.cm/","200","0","hold","座標候補なし","","","","","",""
"癒やし家","神田駅西口","https://www.esthe-ranking.jp/kanda/shop-detail/8609f754-500f-4be4-8878-9a2b4edcc4bf/","https://iyasiie.relax88.com/","https://iyasiie.relax88.com/","200","0","hold","座標候補なし","","","","","",""
"Aroma Palace","竹ノ塚駅","https://www.esthe-ranking.jp/kameari/shop-detail/e4db837e-c567-457f-82e2-5e21d41a97d0/","https://sh-palacearoma.org/","https://sh-palacearoma.org/","200","1","hold","地図ラベルなし","","","","","",""
"Coisuru COCORO","竹ノ塚駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/60f9f814-4f0c-4f07-bc45-510c6dcd6714/","https://kokoroan.jps.cm/","https://kokoroan.jps.cm/","200","0","hold","座標候補なし","","","","","",""
"For You","竹ノ塚駅","https://www.esthe-ranking.jp/kameari/shop-detail/429a6bb5-bae3-4a55-add7-45477d49bf1a/","http://sh-foryou.hfmi16.xyz/","http://sh-foryou.hfmi16.xyz/","403","0","hold","座標候補なし","","","","","",""
"rare（レア）","竹ノ塚駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/5b91ad7c-35e1-431d-a899-a3c410d84890/","https://rare.relax88.com/","https://rare.relax88.com/","200","0","hold","座標候補なし","","","","","",""
"桜（さくら）","竹ノ塚駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/cc72b9fe-7544-4219-92db-224274a0d854/","https://sakura.china-girl.work/","https://sakura.china-girl.work/","200","0","hold","座標候補なし","","","","","",""
"癒し空間","竹ノ塚駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/5d5b0dad-8a9c-40e5-a6bf-d4dd2986dcc2/","https://iyasi-esute.iest.in/","https://iyasi-esute.iest.in/","200","0","hold","座標候補なし","","","","","",""
"Artist（アーティスト）","綾瀬駅","https://www.esthe-ranking.jp/kameari/shop-detail/9933dd90-f498-4d5d-a4ba-ef44542e82f1/","http://koukoku.xyz/artist/","http://koukoku.xyz/artist/","200","0","hold","座標候補なし","","","","","",""
"GOLD CROWN","綾瀬駅","https://www.esthe-ranking.jp/kameari/shop-detail/af0b710f-87fa-4741-b4f0-ad10569c80b8/","https://goldcrown.relaxjp.com/","https://goldcrown.relaxjp.com/","200","0","hold","座標候補なし","","","","","",""
"ロリポップ","綾瀬駅西口","https://www.esthe-ranking.jp/kameari/shop-detail/cb93864a-12a3-4b38-94d0-2857b132799a/","https://hatumitu-esute.iest.in/","https://hatumitu-esute.iest.in/","200","0","hold","座標候補なし","","","","","",""
"縁（えん）","綾瀬駅","https://www.esthe-ranking.jp/kameari/shop-detail/524fb953-db9f-4282-8cf1-43abbe26bbba/","http://hfmi16.xyz/","http://hfmi16.xyz/","403","0","hold","座標候補なし","","","","","",""
"癒しの楽園","綾瀬駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/e3eb375f-da98-4614-a5aa-aef0072ef3bc/","https://healing-paradise.iest.in/","https://healing-paradise.iest.in/","200","0","hold","座標候補なし","","","","","",""
"Angela（アンジェラ）","亀有駅北口","https://www.esthe-ranking.jp/kameari/shop-detail/8e5d827f-78a3-49f8-a7d0-5546a52e11a5/","http://angela.esjp.xyz/","http://angela.esjp.xyz/","200","0","hold","座標候補なし","","","","","",""
"HAPPY TIME","亀有駅3分","https://www.esthe-ranking.jp/kameari/shop-detail/57668521-fff7-4631-b6c9-bd4264022535/","http://est-kameari.xyz/access.html","http://est-kameari.xyz/access.html","200","1","hold","地図ラベルなし","","","","","",""
"Missing U","亀有駅","https://www.esthe-ranking.jp/kameari/shop-detail/b3f60d6e-7bd0-41a0-98ca-c5a7f915b292/","http://www.kmariestheya.xyz/index/top.html","http://www.kmariestheya.xyz/index/top.html","200","1","hold","地図ラベルなし","","","","","",""
"ROSE～ローズ～","亀有駅南口","https://www.esthe-ranking.jp/kameari/shop-detail/b16aea97-40f4-4e04-9a26-3544ddd2026d/","https://rose777.esjp.xyz/","https://rose777.esjp.xyz/","200","0","hold","座標候補なし","","","","","",""
"天使","亀有駅北口","https://www.esthe-ranking.jp/kameari/shop-detail/166f89f9-cbd9-4eef-93e1-ff7979cfe085/","http://romantic-est.xyz/","http://romantic-est.xyz/","200","0","hold","座標候補なし","","","","","",""
"Dream（ドリーム）","錦糸町駅南口","https://www.esthe-ranking.jp/kinshicho/shop-detail/a388f6df-68af-4a89-9c28-5f9af2b62a7c/","https://est-dream.com/","https://est-dream.com/","200","0","hold","座標候補なし","","","","","",""
"VIVI","錦糸町駅北口","https://www.esthe-ranking.jp/kinshicho/shop-detail/e9986616-4418-42b7-8179-171cfa140b4d/","http://kinshiest888.xyz/","http://kinshiest888.xyz/","200","1","hold","地図ラベルなし","","","","","",""
"楽園","錦糸町駅北口","https://www.esthe-ranking.jp/akihabara/shop-detail/3f492e2e-6a82-4aeb-9b9c-98156f33d370/","https://happy-sapce.navi.mn/","https://happy-sapce.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"優楽館","錦糸町駅南口","https://www.esthe-ranking.jp/kinshicho/shop-detail/518aaa67-4df6-47ee-8692-e31d9667e097/","https://iyashiesute.com/yurakukan/","https://iyashiesute.com/yurakukan/","200","0","hold","座標候補なし","","","","","",""
"恋（こい）","錦糸町駅南口","https://www.esthe-ranking.jp/kinshicho/shop-detail/d17fb624-42b8-4b01-be29-c9135f49f1d0/","http://sh-lover.aiocct.tokyo/","http://sh-lover.aiocct.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
"Green","高円寺駅南口","https://www.esthe-ranking.jp/nakano/shop-detail/5297e33c-aece-415c-bb5c-cb1e3e2fd454/","https://green.pretty-girl.work/","https://green.pretty-girl.work/","200","0","hold","座標候補なし","","","","","",""
"ピュアハート","高円寺駅北口","https://www.esthe-ranking.jp/nakano/shop-detail/acc26bec-6909-4b89-8a4a-53408c26f9cf/","http://e-mira.net/","http://e-mira.net/","200","1","hold","経路地図または複数地点","","","","","",""
"ヨツンタイ","高円寺駅南口","https://www.esthe-ranking.jp/nakano/shop-detail/b5c12e9e-11e0-4d0a-a594-b08fdbf1e174/","http://junethailand.apa-esute.asia/","http://junethailand.apa-esute.asia/","403","0","hold","座標候補なし","","","","","",""
"油雅","高円寺駅北口","https://www.esthe-ranking.jp/nakano/shop-detail/55c28d33-f56f-4bc7-99e1-03ab1d294eef/","https://yoga-kej.work/","https://yoga-kej.work/","200","1","hold","経路地図または複数地点","","","","","",""
"優心","高円寺駅北口","https://www.esthe-ranking.jp/nakano/shop-detail/62d10a49-27f7-48e4-81fd-8bff61a54f5f/","https://yushin.relaxesute.com/","https://yushin.relaxesute.com/","200","0","hold","座標候補なし","","","","","",""
"ANNEX （アネックス）","新富町駅","https://www.esthe-ranking.jp/ginza/shop-detail/f5ec4893-2ed7-4b0f-a5fb-acb071eaa28f/","https://annex2026.relaxya.jp/","https://annex2026.relaxya.jp/","200","0","hold","座標候補なし","","","","","",""
"mint","新富町駅","https://www.esthe-ranking.jp/ginza/shop-detail/316482f1-de6f-44f3-bf5d-fda2fce40240/","http://mint.mygirl-1.tokyo/","http://mint.mygirl-1.tokyo/","403","0","hold","座標候補なし","","","","","",""
"Sirena （シレーナ）","新富町駅","https://www.esthe-ranking.jp/ginza/shop-detail/880b3638-bb17-4299-84e3-6dac5142f8b2/","http://koukoku.xyz/sirena/","http://koukoku.xyz/sirena/","200","0","hold","座標候補なし","","","","","",""
"レモン","新富町駅","https://www.esthe-ranking.jp/ginza/shop-detail/f47b7d43-d56b-45cc-af82-021b6b1c2a78/","https://lemon.esytl.tokyo/","https://lemon.esytl.tokyo/","200","2","hold","地図ラベルなし","","","","","",""
"半熟ピーチ（はんじゅくピーチ）","新富町駅1番出口","https://www.esthe-ranking.jp/ginza/shop-detail/c829dffe-2fe7-431f-bed7-faaf3e7f5e29/","http://peach.sh-rba.tokyo/","http://peach.sh-rba.tokyo/","403","0","hold","座標候補なし","","","","","",""
"ELLE","聖蹟桜ヶ丘駅","https://www.esthe-ranking.jp/fuchu/shop-detail/693652d6-8217-4cae-a60e-fd8fb3207623/","http://ellek.xyz/","http://ellek.xyz/","200","1","hold","地図ラベルなし","","","","","",""
"Lotus（ロータス）","聖蹟桜ヶ丘駅西口1分","https://www.esthe-ranking.jp/fuchu/shop-detail/3964e48b-809f-4d5c-8385-0ba9097973d9/","https://tama-mensesthe.com/","https://tama-mensesthe.com/","200","1","hold","地図ラベルなし","","","","","",""
"アイミスユー","聖蹟桜ヶ丘駅","https://www.esthe-ranking.jp/fuchu/shop-detail/2702e87f-d06e-4fd8-90eb-feef2e00f785/","http://imisyou.online/","http://imisyou.online/","200","0","hold","座標候補なし","","","","","",""
"楽園","聖蹟桜ヶ丘駅東口","https://www.esthe-ranking.jp/fuchu/shop-detail/f65984b8-af3b-4b61-8803-d4dc9d27440d/","http://www.rakuen.mensest.com/","http://www.rakuen.mensest.com/","200","2","hold","地図ラベルなし","","","","","",""
"悠々ランド","聖蹟桜ヶ丘駅東口","https://www.esthe-ranking.jp/fuchu/shop-detail/112d1eaa-2396-4324-9669-61327f94ad99/","https://yuyurando.1esthe.com/","https://yuyurando.1esthe.com/","200","0","hold","座標候補なし","","","","","",""
"OffSide（オフサイド）","西荻窪駅北口","https://www.esthe-ranking.jp/ogikubo/shop-detail/99854076-d996-41f5-971c-acf6cd9dc02a/","https://offside.estjp.info/","https://offside.estjp.info/","200","0","hold","座標候補なし","","","","","",""
"会いたい","西荻窪駅","https://www.esthe-ranking.jp/ogikubo/shop-detail/1be45f7d-12b8-4bc0-9728-554a8d5ac00d/","https://www.relaxsalon.xyz/aitai/","https://www.relaxsalon.xyz/aitai/","200","0","hold","座標候補なし","","","","","",""
"楠木（クスノキ）","西荻窪駅南口","https://www.esthe-ranking.jp/ogikubo/shop-detail/e8f4ddfe-132d-475d-b054-8aba91a35fe3/","https://tkoi.work/","https://tkoi.work/","200","0","hold","座標候補なし","","","","","",""
"白い恋人","西荻窪駅","https://www.esthe-ranking.jp/ogikubo/shop-detail/a2033cd5-c4e2-4f3b-8d6d-2bc26a88eef2/","http://ecsuy.mensrelax.net/","http://ecsuy.mensrelax.net/","200","0","hold","座標候補なし","","","","","",""
"癒心堂（ユシンドウ）","西荻窪駅北口","https://www.esthe-ranking.jp/ogikubo/shop-detail/c767ed4e-72a9-4b52-aa19-efe318915a44/","https://miwaku.work/","https://miwaku.work/","200","0","hold","座標候補なし","","","","","",""
"HAPPY Beauty＆Spa","西武新宿駅","https://www.esthe-ranking.jp/shinjuku/shop-detail/e7273ed0-7233-46a3-a1bf-fcc0c9990a7e/","https://happy-beauty-spa.com/","https://happy-beauty-spa.com/","200","2","hold","地図ラベルなし","","","","","",""
"Sakura Hime Spa（サクラヒメスパ）","西武新宿駅","https://www.esthe-ranking.jp/shinjuku/shop-detail/98f9f4c3-e95e-4562-9fce-a3f541910c0f/","https://s-himes.xyz/","https://s-himes.xyz/","200","0","hold","座標候補なし","","","","","",""
"ミン ロッブリー","西武新宿駅北口","https://www.esthe-ranking.jp/shinjuku/shop-detail/439db41c-ae6b-4a78-9e73-5267fc89ec84/","https://www.minlopburi.com/","https://www.minlopburi.com/","200","0","hold","座標候補なし","","","","","",""
"百合整体マッサージ","西武新宿駅北口","https://www.esthe-ranking.jp/shinjuku/shop-detail/1c40c9a4-ed19-43b0-9aad-34573276f4bc/","http://www.yuri-massage.work/","http://www.yuri-massage.work/","200","1","hold","経路地図または複数地点","","","","","",""
"癒しの部屋","西武新宿駅","https://www.esthe-ranking.jp/shinjuku/shop-detail/86d8b77e-aee4-42b9-aa36-c217ab24446c/","http://www.iyashi.estyojp.com/","http://www.iyashi.estyojp.com/","200","0","hold","座標候補なし","","","","","",""
"In Time","赤坂駅2番出口","https://www.esthe-ranking.jp/akasaka/shop-detail/1c6c0dea-c2c2-4597-adc2-88857e0b42ee/","https://intime.esytl.tokyo/","https://intime.esytl.tokyo/","200","2","hold","地図ラベルなし","","","","","",""
"YOU Eden","赤坂駅2番出口","https://www.esthe-ranking.jp/akasaka/shop-detail/94f78a0e-6b21-4399-8aa5-4e9cd4269080/","http://www.night.ne.jp/tokyo/youeden/","http://www.night.ne.jp/tokyo/youeden/","200","0","hold","座標候補なし","","","","","",""
"プリンセス","赤坂駅2番出口","https://www.esthe-ranking.jp/akasaka/shop-detail/ab123773-3fac-47ea-b7cc-bd6ffb15f31b/","http://www.prin-cess.work/","http://www.prin-cess.work/","200","0","hold","座標候補なし","","","","","",""
"ベリー","赤坂駅２番出口","https://www.esthe-ranking.jp/akasaka/shop-detail/41eadd7f-e94c-488a-a650-ce31994c6a74/","http://berry-es.com/","http://berry-es.com/","200","1","hold","座標候補なし","","","","","",""
"憩いメンズエステ","赤坂駅","https://www.esthe-ranking.jp/akasaka/shop-detail/459e0710-0aaa-4905-8a83-6a623be16543/","http://koukoku.xyz/menzikoi/","http://koukoku.xyz/menzikoi/","200","0","hold","座標候補なし","","","","","",""
